User_Interest,User_Budget,Place_Name,Place_Type,Place_Budget,State,User_Rating
Adventure,High,Madurai,Religious,Medium,Tamil Nadu,2.0
Hill Station,Medium,Hampi,Historical,Low,Karnataka,2.01
Historical,High,Marina,Beach,Low,Tamil Nadu,2.01
Hill Station,Low,Yadadri,Religious,Low,Telangana,2.9
Hill Station,Medium,Jim Corbett,Wildlife,Low,Uttarakhand,2.01
Religious,High,Yadadri,Religious,Medium,Telangana,4.11
Wildlife,Medium,Marina,Beach,Low,Tamil Nadu,2.01
City Life,High,Bangalore,City Life,Medium,Karnataka,4.11
Adventure,Low,Yadadri,Religious,High,Telangana,1.4
Religious,Low,Hyderabad,City Life,Low,Telangana,2.9
City Life,Low,Bangalore,City Life,Medium,Karnataka,3.51
Hill Station,Medium,Rishikesh,Adventure,Low,Uttarakhand,2.01
Religious,Medium,Jaipur,Historical,Low,Rajasthan,2.0
Wildlife,Medium,Somnath,Religious,Medium,Gujarat,2.91
City Life,Medium,Radhanagar,Beach,High,Andaman,1.41
City Life,Low,Amritsar,Religious,Low,Punjab,2.91
Adventure,Medium,Manali,Hill Station,High,Himachal,1.4
City Life,Low,Hampi,Historical,Medium,Karnataka,1.41
Beach,High,Jaipur,Historical,High,Rajasthan,2.91
City Life,Low,Baga,Beach,High,Goa,1.4
City Life,Medium,Ranthambore,Wildlife,High,Rajasthan,1.4
Adventure,Low,Bodh Gaya,Religious,Medium,Bihar,1.4
City Life,Low,Dandeli,Adventure,High,Karnataka,1.41
Hill Station,Low,Jaipur,Historical,Medium,Rajasthan,1.41
Wildlife,High,Amritsar,Religious,Medium,Punjab,2.0
City Life,High,Khajuraho,Historical,Medium,MP,2.01
Religious,Medium,Hyderabad,City Life,High,Telangana,1.41
Historical,Low,Ajanta,Historical,High,Maharashtra,3.5
Religious,High,Nainital,Hill Station,Low,Uttarakhand,2.01
Wildlife,High,Red Fort,Historical,High,Delhi,2.9
Adventure,Low,Madurai,Religious,Low,Tamil Nadu,2.9
Wildlife,High,Spiti,Adventure,Low,Himachal,2.01
Religious,Medium,Ajanta,Historical,Low,Maharashtra,2.0
Wildlife,High,Bandipur,Wildlife,High,Karnataka,5.0
City Life,High,Baga,Beach,High,Goa,2.91
Wildlife,Low,Nainital,Hill Station,Low,Uttarakhand,2.9
Hill Station,Medium,Kolkata,City Life,Medium,West Bengal,2.9
Historical,Low,Varanasi,Religious,Medium,UP,1.41
Hill Station,Low,Puri,Beach,High,Odisha,1.41
Hill Station,High,Bangalore,City Life,Low,Karnataka,2.0
Adventure,Low,Gangtok,Hill Station,Medium,Sikkim,1.41
Hill Station,Low,Bodh Gaya,Religious,Medium,Bihar,1.4
Beach,Medium,Zulruk,Adventure,Low,Sikkim,2.0
Religious,High,Hampi,Historical,High,Karnataka,2.91
Wildlife,Low,Amritsar,Religious,Medium,Punjab,1.41
Religious,Low,Tawang,Adventure,Low,Arunachal,2.9
Historical,Low,Rishikesh,Adventure,Low,Uttarakhand,2.91
Hill Station,Medium,Bandipur,Wildlife,High,Karnataka,1.4
Adventure,Medium,Alibaug,Beach,Medium,Maharashtra,2.91
City Life,Low,Ranthambore,Wildlife,Low,Rajasthan,2.91
Beach,Medium,Ooty,Hill Station,Low,Tamil Nadu,2.0
Wildlife,Medium,Alibaug,Beach,Low,Maharashtra,2.01
Hill Station,Low,Hyderabad,City Life,High,Telangana,1.4
City Life,High,Spiti,Adventure,Low,Himachal,2.0
Beach,High,Kanha,Wildlife,High,MP,2.91
Wildlife,Medium,Hampi,Historical,Medium,Karnataka,2.9
Beach,Medium,Ooty,Hill Station,High,Tamil Nadu,1.4
Wildlife,Medium,Rishikesh,Adventure,Low,Uttarakhand,2.0
City Life,Medium,Gulmarg,Hill Station,Low,Kashmir,2.01
Religious,Medium,Gulmarg,Hill Station,High,Kashmir,1.4
Religious,Medium,Nalanda,Historical,Low,Bihar,2.01
Adventure,Medium,Puri,Beach,High,Odisha,1.41
Religious,High,Nalanda,Historical,Low,Bihar,2.01
Adventure,Low,Ooty,Hill Station,Low,Tamil Nadu,2.91
Historical,Medium,Kolkata,City Life,High,West Bengal,1.41
Wildlife,High,Varanasi,Religious,Low,UP,2.0
City Life,Medium,Mumbai,City Life,Low,Maharashtra,4.1
Historical,Low,Baga,Beach,Low,Goa,2.91
Wildlife,High,Ahmedabad,City Life,Medium,Gujarat,2.01
Historical,High,Gir,Wildlife,Low,Gujarat,2.01
City Life,Low,Rishikesh,Adventure,Medium,Uttarakhand,1.4
City Life,Low,Zulruk,Adventure,High,Sikkim,1.41
Hill Station,High,Bangalore,City Life,Medium,Karnataka,2.0
Historical,Medium,Ranthambore,Wildlife,High,Rajasthan,1.4
Beach,Low,Somnath,Religious,Low,Gujarat,2.9
Religious,Low,Somnath,Religious,Medium,Gujarat,3.51
Historical,Low,Radhanagar,Beach,Medium,Andaman,1.41
Adventure,High,Radhanagar,Beach,High,Andaman,2.9
Hill Station,Medium,Hampi,Historical,Low,Karnataka,2.0
Wildlife,High,Jim Corbett,Wildlife,Medium,Uttarakhand,4.1
Adventure,High,Hampi,Historical,High,Karnataka,2.9
Adventure,High,Ahmedabad,City Life,High,Gujarat,2.9
Religious,High,Gulmarg,Hill Station,Low,Kashmir,2.0
Religious,Low,Yadadri,Religious,High,Telangana,3.5
City Life,High,Nalanda,Historical,Low,Bihar,2.0
City Life,Medium,Ahmedabad,City Life,High,Gujarat,3.5
Wildlife,Medium,Kanha,Wildlife,Medium,MP,5.0
City Life,Medium,Gulmarg,Hill Station,Low,Kashmir,2.01
Historical,Low,Manali,Hill Station,Medium,Himachal,1.4
Beach,High,Dandeli,Adventure,High,Karnataka,2.91
Wildlife,Low,Hyderabad,City Life,Medium,Telangana,1.41
Hill Station,Low,Ranthambore,Wildlife,High,Rajasthan,1.41
Beach,Low,Baga,Beach,Medium,Goa,3.51
Historical,Low,Dandeli,Adventure,High,Karnataka,1.41
Historical,Medium,Ooty,Hill Station,High,Tamil Nadu,1.4
Hill Station,Low,CP,City Life,High,Delhi,1.41
City Life,Low,Manali,Hill Station,Medium,Himachal,1.41
Religious,Low,Yadadri,Religious,High,Telangana,3.51
Beach,Low,Somnath,Religious,Low,Gujarat,2.91
Hill Station,High,Khajuraho,Historical,Low,MP,2.0
Beach,Low,Bodh Gaya,Religious,High,Bihar,1.4
Adventure,High,Gangtok,Hill Station,High,Sikkim,2.91
Historical,Low,Amritsar,Religious,High,Punjab,1.41
Adventure,Medium,Hyderabad,City Life,Medium,Telangana,2.9
Historical,Low,Dandeli,Adventure,Low,Karnataka,2.91
Hill Station,Medium,Madurai,Religious,High,Tamil Nadu,1.4
City Life,High,Shillong,Hill Station,Low,Meghalaya,2.01
Historical,Low,Ranthambore,Wildlife,Medium,Rajasthan,1.4
Hill Station,High,Puri,Beach,High,Odisha,2.9
Hill Station,High,Baga,Beach,High,Goa,2.9
Adventure,Low,Amritsar,Religious,Medium,Punjab,1.41
Hill Station,Medium,Shillong,Hill Station,High,Meghalaya,3.5
Historical,Medium,Somnath,Religious,High,Gujarat,1.4
Adventure,Low,Ranthambore,Wildlife,Low,Rajasthan,2.9
Historical,High,Gir,Wildlife,Low,Gujarat,2.01
Religious,Medium,Jaipur,Historical,Low,Rajasthan,2.01
Hill Station,High,Nalanda,Historical,High,Bihar,2.9
Religious,High,Hampi,Historical,High,Karnataka,2.9
Beach,Low,Manali,Hill Station,Low,Himachal,2.91
City Life,High,Radhanagar,Beach,High,Andaman,2.9
Religious,Medium,Kaziranga,Wildlife,Low,Assam,2.01
Historical,Low,Bodh Gaya,Religious,High,Bihar,1.4
Religious,High,Jim Corbett,Wildlife,Low,Uttarakhand,2.01
Wildlife,High,Red Fort,Historical,High,Delhi,2.9
City Life,Low,Zulruk,Adventure,High,Sikkim,1.41
Historical,Medium,Ahmedabad,City Life,High,Gujarat,1.41
Wildlife,Low,Yadadri,Religious,High,Telangana,1.41
Beach,High,Gangtok,Hill Station,Low,Sikkim,2.0
Hill Station,Medium,Bodh Gaya,Religious,High,Bihar,1.41
Adventure,Low,Bandipur,Wildlife,High,Karnataka,1.4
Beach,Low,Rishikesh,Adventure,High,Uttarakhand,1.41
Hill Station,Medium,Bandipur,Wildlife,High,Karnataka,1.41
City Life,Low,Hampi,Historical,High,Karnataka,1.41
Wildlife,Medium,Kolkata,City Life,Medium,West Bengal,2.9
City Life,Low,Kaziranga,Wildlife,High,Assam,1.4
Wildlife,High,Somnath,Religious,High,Gujarat,2.91
City Life,Medium,Bangalore,City Life,Low,Karnataka,4.1
Adventure,High,Gir,Wildlife,Medium,Gujarat,2.0
Religious,Low,Rishikesh,Adventure,Medium,Uttarakhand,1.4
City Life,Medium,Spiti,Adventure,Medium,Himachal,2.91
Wildlife,High,Gir,Wildlife,Low,Gujarat,4.1
Adventure,Medium,Kanha,Wildlife,Medium,MP,2.91
Hill Station,High,Varkala,Beach,High,Kerala,2.9
Adventure,High,Shillong,Hill Station,High,Meghalaya,2.9
Hill Station,Low,Ahmedabad,City Life,High,Gujarat,1.4
Beach,High,CP,City Life,Medium,Delhi,2.01
Beach,Low,Kanha,Wildlife,Low,MP,2.91
City Life,Medium,Nainital,Hill Station,High,Uttarakhand,1.4
Adventure,Low,Nalanda,Historical,Medium,Bihar,1.4
Historical,Low,Bandipur,Wildlife,High,Karnataka,1.4
City Life,High,Gulmarg,Hill Station,High,Kashmir,2.9
Adventure,Medium,Radhanagar,Beach,Medium,Andaman,2.91
Historical,Medium,Amritsar,Religious,Low,Punjab,2.0
Hill Station,High,CP,City Life,Medium,Delhi,2.01
Beach,High,Jaipur,Historical,Low,Rajasthan,2.01
Wildlife,High,Yadadri,Religious,High,Telangana,2.91
Hill Station,Low,Gangtok,Hill Station,Medium,Sikkim,3.51
Adventure,Medium,Spiti,Adventure,Low,Himachal,4.11
Adventure,High,Gangtok,Hill Station,Medium,Sikkim,2.01
Adventure,Low,Kanha,Wildlife,Medium,MP,1.4
Hill Station,Medium,Varkala,Beach,Medium,Kerala,2.9
Wildlife,Medium,Red Fort,Historical,Medium,Delhi,2.91
Historical,Medium,Ooty,Hill Station,Medium,Tamil Nadu,2.91
Historical,Low,Zulruk,Adventure,Low,Sikkim,2.9
Beach,Low,Puri,Beach,Low,Odisha,5.0
City Life,High,Ahmedabad,City Life,High,Gujarat,5.0
Religious,High,Nainital,Hill Station,Medium,Uttarakhand,2.0
Wildlife,Medium,Varkala,Beach,Medium,Kerala,2.9
Historical,Low,Jim Corbett,Wildlife,Low,Uttarakhand,2.9
Hill Station,Medium,Ahmedabad,City Life,Low,Gujarat,2.01
Historical,High,Manali,Hill Station,High,Himachal,2.9
Wildlife,Medium,Zulruk,Adventure,Medium,Sikkim,2.9
Adventure,High,Alibaug,Beach,High,Maharashtra,2.91
Religious,Low,Hyderabad,City Life,High,Telangana,1.4
Wildlife,Low,Kaziranga,Wildlife,Low,Assam,5.0
Wildlife,Low,Hyderabad,City Life,Low,Telangana,2.91
Beach,Low,Nalanda,Historical,Low,Bihar,2.9
City Life,High,Red Fort,Historical,Medium,Delhi,2.01
Adventure,Low,Ahmedabad,City Life,Medium,Gujarat,1.41
Adventure,Low,Gulmarg,Hill Station,Medium,Kashmir,1.4
City Life,Medium,Puri,Beach,Low,Odisha,2.0
City Life,Low,Kanha,Wildlife,Low,MP,2.9
Adventure,Low,CP,City Life,Low,Delhi,2.9
Beach,Medium,Radhanagar,Beach,Low,Andaman,4.11
Religious,Low,Kaziranga,Wildlife,Low,Assam,2.9
Religious,Medium,Bandipur,Wildlife,Low,Karnataka,2.0
Religious,Medium,CP,City Life,Medium,Delhi,2.91
Beach,Low,Ahmedabad,City Life,Low,Gujarat,2.9
Beach,High,Mumbai,City Life,High,Maharashtra,2.91
City Life,Low,Ajanta,Historical,Low,Maharashtra,2.91
Wildlife,Medium,Ranthambore,Wildlife,High,Rajasthan,3.5
Beach,Low,Jaipur,Historical,High,Rajasthan,1.4
Religious,Low,Varanasi,Religious,Low,UP,5.0
City Life,Medium,Puri,Beach,Medium,Odisha,2.9
Beach,Low,CP,City Life,High,Delhi,1.4
Wildlife,Low,Mumbai,City Life,High,Maharashtra,1.41
Adventure,Medium,Kolkata,City Life,Medium,West Bengal,2.91
Religious,Medium,Kaziranga,Wildlife,Medium,Assam,2.9
Adventure,Low,Leh,Adventure,Medium,Ladakh,3.51
Hill Station,Medium,Leh,Adventure,High,Ladakh,1.4
Hill Station,High,Dandeli,Adventure,Low,Karnataka,2.01
Wildlife,High,Kolkata,City Life,Medium,West Bengal,2.01
Hill Station,High,Varanasi,Religious,Low,UP,2.01
Wildlife,Medium,Ahmedabad,City Life,Medium,Gujarat,2.9
Historical,High,Khajuraho,Historical,High,MP,5.0
Historical,High,Bangalore,City Life,Low,Karnataka,2.01
Historical,Medium,Ranthambore,Wildlife,Medium,Rajasthan,2.91
City Life,Medium,Jim Corbett,Wildlife,Low,Uttarakhand,2.01
Religious,High,Shillong,Hill Station,Low,Meghalaya,2.0
Religious,Low,Bangalore,City Life,High,Karnataka,1.4
Historical,Low,Khajuraho,Historical,Low,MP,5.0
Adventure,Medium,Varkala,Beach,Low,Kerala,2.0
Beach,Medium,Kolkata,City Life,Low,West Bengal,2.0
Beach,Medium,Ooty,Hill Station,Medium,Tamil Nadu,2.91
Hill Station,Low,Shillong,Hill Station,High,Meghalaya,3.5
Religious,High,Radhanagar,Beach,High,Andaman,2.9
Beach,Low,Alibaug,Beach,High,Maharashtra,3.51
Historical,Low,Khajuraho,Historical,Low,MP,5.0
Beach,High,Shillong,Hill Station,High,Meghalaya,2.91
Historical,High,Bangalore,City Life,Medium,Karnataka,2.0
City Life,Medium,Manali,Hill Station,Low,Himachal,2.01
Religious,Low,Gangtok,Hill Station,High,Sikkim,1.4
Hill Station,Low,Hyderabad,City Life,High,Telangana,1.41
Historical,High,Kanha,Wildlife,Low,MP,2.01
City Life,Low,Leh,Adventure,Medium,Ladakh,1.41
Religious,High,Leh,Adventure,Low,Ladakh,2.01
City Life,Low,Somnath,Religious,High,Gujarat,1.41
Religious,Medium,CP,City Life,Medium,Delhi,2.9
Adventure,Medium,Baga,Beach,Medium,Goa,2.9
Beach,Low,Nalanda,Historical,Low,Bihar,2.91
Adventure,Medium,Marina,Beach,Low,Tamil Nadu,2.01
City Life,Medium,Gir,Wildlife,High,Gujarat,1.4
Religious,Low,Manali,Hill Station,High,Himachal,1.4
City Life,High,Amritsar,Religious,Medium,Punjab,2.0
Hill Station,Medium,Bodh Gaya,Religious,Low,Bihar,2.01
Beach,Medium,Varanasi,Religious,High,UP,1.41
City Life,Medium,Amritsar,Religious,High,Punjab,1.4
Religious,Low,Gangtok,Hill Station,Medium,Sikkim,1.4
Wildlife,Medium,Gir,Wildlife,Low,Gujarat,4.1
Historical,High,Ahmedabad,City Life,High,Gujarat,2.9
Wildlife,Medium,Kaziranga,Wildlife,High,Assam,3.5
Religious,High,Puri,Beach,High,Odisha,2.9
City Life,Medium,Varkala,Beach,Medium,Kerala,2.9
Beach,High,Ahmedabad,City Life,High,Gujarat,2.91
City Life,Medium,Nainital,Hill Station,High,Uttarakhand,1.4
City Life,Medium,Leh,Adventure,Low,Ladakh,2.01
Hill Station,High,Yadadri,Religious,Medium,Telangana,2.0
City Life,Medium,Radhanagar,Beach,Low,Andaman,2.01
Religious,High,Madurai,Religious,High,Tamil Nadu,5.0
Religious,Low,Bangalore,City Life,Medium,Karnataka,1.41
Wildlife,High,Zulruk,Adventure,Medium,Sikkim,2.0
Adventure,Medium,Spiti,Adventure,Low,Himachal,4.1
Historical,High,Kolkata,City Life,Medium,West Bengal,2.01
Hill Station,Low,CP,City Life,Low,Delhi,2.9
City Life,Medium,Tawang,Adventure,Low,Arunachal,2.0
Historical,Medium,Yadadri,Religious,Low,Telangana,2.01
City Life,Low,Bodh Gaya,Religious,Low,Bihar,2.9
Adventure,Medium,Hampi,Historical,Low,Karnataka,2.0
City Life,Low,CP,City Life,Low,Delhi,5.0
Historical,Medium,Ranthambore,Wildlife,Medium,Rajasthan,2.9
Historical,Low,Nalanda,Historical,Low,Bihar,5.0
City Life,High,Varanasi,Religious,Low,UP,2.0
Historical,High,Shillong,Hill Station,Medium,Meghalaya,2.01
Beach,Low,Tawang,Adventure,Medium,Arunachal,1.41
Wildlife,Low,Hyderabad,City Life,Low,Telangana,2.91
Religious,Medium,Yadadri,Religious,Medium,Telangana,5.0
Beach,High,Bandipur,Wildlife,Medium,Karnataka,2.01
Beach,High,Hyderabad,City Life,Low,Telangana,2.0
Historical,High,Leh,Adventure,Low,Ladakh,2.0
Beach,High,Somnath,Religious,Medium,Gujarat,2.0
Historical,Medium,Zulruk,Adventure,High,Sikkim,1.4
Adventure,Medium,Hyderabad,City Life,High,Telangana,1.4
Hill Station,Medium,Puri,Beach,High,Odisha,1.41
Beach,High,Spiti,Adventure,Medium,Himachal,2.0
Adventure,Low,Baga,Beach,Medium,Goa,1.41
Adventure,High,Spiti,Adventure,Medium,Himachal,4.1
Hill Station,Low,Ajanta,Historical,Low,Maharashtra,2.9
City Life,Low,Somnath,Religious,Medium,Gujarat,1.41
Religious,High,Amritsar,Religious,Medium,Punjab,4.1
Wildlife,Low,Red Fort,Historical,Low,Delhi,2.91
Hill Station,High,Hampi,Historical,High,Karnataka,2.91
Wildlife,Medium,Mumbai,City Life,Low,Maharashtra,2.0
Historical,Low,Marina,Beach,Medium,Tamil Nadu,1.41
Historical,Medium,Alibaug,Beach,High,Maharashtra,1.41
Hill Station,Medium,Jaipur,Historical,Low,Rajasthan,2.0
Historical,Low,Amritsar,Religious,High,Punjab,1.41
Beach,Low,Bangalore,City Life,High,Karnataka,1.41
Adventure,High,Jim Corbett,Wildlife,High,Uttarakhand,2.9
Religious,Medium,Khajuraho,Historical,Low,MP,2.0
Beach,High,Jaipur,Historical,High,Rajasthan,2.91
Historical,Medium,Ooty,Hill Station,High,Tamil Nadu,1.4
Wildlife,Low,Jaipur,Historical,Medium,Rajasthan,1.41
City Life,High,Hyderabad,City Life,Medium,Telangana,4.11
Religious,Medium,Spiti,Adventure,High,Himachal,1.41
Religious,High,Ranthambore,Wildlife,Medium,Rajasthan,2.01
Beach,Low,Ooty,Hill Station,Low,Tamil Nadu,2.9
Historical,Medium,Madurai,Religious,High,Tamil Nadu,1.4
Adventure,Medium,Marina,Beach,Medium,Tamil Nadu,2.9
Wildlife,High,Gangtok,Hill Station,High,Sikkim,2.9
Wildlife,Medium,Ahmedabad,City Life,High,Gujarat,1.41
City Life,Low,Shillong,Hill Station,Low,Meghalaya,2.91
Historical,Low,Amritsar,Religious,Low,Punjab,2.91
Historical,Low,Varkala,Beach,Low,Kerala,2.91
Hill Station,Low,Amritsar,Religious,Medium,Punjab,1.4
Adventure,High,Bangalore,City Life,Low,Karnataka,2.0
Religious,High,Gulmarg,Hill Station,High,Kashmir,2.9
Adventure,High,Bandipur,Wildlife,Low,Karnataka,2.01
Beach,Low,Kanha,Wildlife,Medium,MP,1.4
Wildlife,High,Ranthambore,Wildlife,Low,Rajasthan,4.1
Beach,High,Radhanagar,Beach,High,Andaman,5.0
Historical,Low,Hampi,Historical,Medium,Karnataka,3.51
Hill Station,Low,Hampi,Historical,High,Karnataka,1.4
Historical,Low,Somnath,Religious,High,Gujarat,1.41
Beach,High,Marina,Beach,High,Tamil Nadu,5.0
Adventure,High,Ajanta,Historical,Medium,Maharashtra,2.0
Historical,Medium,Shillong,Hill Station,Medium,Meghalaya,2.91
City Life,High,Jaipur,Historical,Medium,Rajasthan,2.01
Religious,High,Bodh Gaya,Religious,Low,Bihar,4.1
Beach,High,Ahmedabad,City Life,High,Gujarat,2.9
Religious,Medium,Jim Corbett,Wildlife,Low,Uttarakhand,2.0
Wildlife,Low,Mumbai,City Life,Low,Maharashtra,2.91
Beach,Low,Tawang,Adventure,High,Arunachal,1.4
Hill Station,Low,Baga,Beach,Low,Goa,2.91
Hill Station,Medium,Kolkata,City Life,Low,West Bengal,2.0
Wildlife,High,Jim Corbett,Wildlife,Low,Uttarakhand,4.11
City Life,Low,Nalanda,Historical,High,Bihar,1.4
Historical,Medium,CP,City Life,Low,Delhi,2.0
Hill Station,Medium,Mumbai,City Life,Medium,Maharashtra,2.91
Beach,High,Yadadri,Religious,Medium,Telangana,2.0
Religious,Medium,Amritsar,Religious,High,Punjab,3.51
Adventure,Medium,Hampi,Historical,High,Karnataka,1.4
Wildlife,Medium,Tawang,Adventure,Low,Arunachal,2.0
Hill Station,Low,Kolkata,City Life,Low,West Bengal,2.91
Adventure,Low,Red Fort,Historical,High,Delhi,1.41
Hill Station,Medium,Varkala,Beach,High,Kerala,1.41
Beach,High,Spiti,Adventure,High,Himachal,2.91
City Life,High,Gir,Wildlife,Low,Gujarat,2.0
Wildlife,Low,Nalanda,Historical,Medium,Bihar,1.4
Religious,Low,Khajuraho,Historical,Low,MP,2.91
City Life,High,Gir,Wildlife,Low,Gujarat,2.01
Beach,Medium,Somnath,Religious,High,Gujarat,1.4
Beach,Low,Bangalore,City Life,Medium,Karnataka,1.4
Hill Station,Medium,Radhanagar,Beach,Low,Andaman,2.0
Hill Station,High,Manali,Hill Station,High,Himachal,5.0
Wildlife,High,Varkala,Beach,Low,Kerala,2.01
City Life,Medium,Madurai,Religious,Medium,Tamil Nadu,2.9
Beach,High,CP,City Life,Medium,Delhi,2.0
City Life,High,Kanha,Wildlife,Low,MP,2.01
Historical,Low,Manali,Hill Station,Medium,Himachal,1.41
Wildlife,Low,Varanasi,Religious,Medium,UP,1.4
Beach,Medium,Gangtok,Hill Station,High,Sikkim,1.4
Adventure,High,Bandipur,Wildlife,High,Karnataka,2.91
Historical,Medium,Ajanta,Historical,Low,Maharashtra,4.11
City Life,Medium,Dandeli,Adventure,High,Karnataka,1.41
Beach,Low,Ranthambore,Wildlife,Medium,Rajasthan,1.4
Religious,Medium,Zulruk,Adventure,Medium,Sikkim,2.9
Historical,Medium,Varanasi,Religious,High,UP,1.41
Beach,Medium,Somnath,Religious,Low,Gujarat,2.01
Hill Station,Low,Khajuraho,Historical,Low,MP,2.9
Wildlife,Low,Somnath,Religious,Low,Gujarat,2.9
Hill Station,High,Marina,Beach,High,Tamil Nadu,2.9
Beach,High,Nalanda,Historical,Medium,Bihar,2.01
Hill Station,High,Ahmedabad,City Life,High,Gujarat,2.91
Historical,High,Mumbai,City Life,Low,Maharashtra,2.0
Historical,Medium,Bodh Gaya,Religious,Low,Bihar,2.01
Wildlife,Low,Red Fort,Historical,High,Delhi,1.4
City Life,Medium,Dandeli,Adventure,High,Karnataka,1.4
Wildlife,Low,Ahmedabad,City Life,High,Gujarat,1.41
Beach,Low,CP,City Life,High,Delhi,1.41
Adventure,Medium,Bandipur,Wildlife,High,Karnataka,1.41
Beach,Medium,Leh,Adventure,Low,Ladakh,2.0
Beach,High,Gangtok,Hill Station,Medium,Sikkim,2.0
Wildlife,Medium,Gir,Wildlife,High,Gujarat,3.51
Beach,High,Khajuraho,Historical,Medium,MP,2.0
Historical,Low,Puri,Beach,High,Odisha,1.41
Wildlife,High,Bodh Gaya,Religious,Medium,Bihar,2.01
Hill Station,High,Ahmedabad,City Life,Medium,Gujarat,2.0
Adventure,Medium,Nainital,Hill Station,High,Uttarakhand,1.4
Hill Station,Low,Puri,Beach,High,Odisha,1.4
City Life,High,Varkala,Beach,Low,Kerala,2.0
City Life,Low,Madurai,Religious,Low,Tamil Nadu,2.91
Historical,High,Baga,Beach,Medium,Goa,2.0
Wildlife,Low,Gulmarg,Hill Station,High,Kashmir,1.41
Adventure,Medium,Kanha,Wildlife,High,MP,1.41
City Life,High,Dandeli,Adventure,Low,Karnataka,2.0
Hill Station,High,Hampi,Historical,Low,Karnataka,2.0
Hill Station,High,Ahmedabad,City Life,High,Gujarat,2.9
Historical,Low,Baga,Beach,Low,Goa,2.9
Religious,Medium,Bodh Gaya,Religious,High,Bihar,3.51
Hill Station,Medium,Spiti,Adventure,High,Himachal,1.4
Adventure,Medium,Yadadri,Religious,High,Telangana,1.4
Historical,High,Gir,Wildlife,Medium,Gujarat,2.01
Wildlife,Medium,Radhanagar,Beach,Medium,Andaman,2.9
Historical,High,Madurai,Religious,Low,Tamil Nadu,2.0
Hill Station,Low,Nalanda,Historical,High,Bihar,1.4
Hill Station,Medium,Yadadri,Religious,Low,Telangana,2.01
Historical,Medium,Puri,Beach,High,Odisha,1.41
Historical,Low,Baga,Beach,Medium,Goa,1.41
Adventure,Medium,Marina,Beach,Low,Tamil Nadu,2.01
Wildlife,Medium,Kolkata,City Life,High,West Bengal,1.41
Hill Station,High,Manali,Hill Station,High,Himachal,5.0
City Life,Medium,Bangalore,City Life,High,Karnataka,3.51
Historical,Medium,Shillong,Hill Station,Medium,Meghalaya,2.9
City Life,Low,Ranthambore,Wildlife,Medium,Rajasthan,1.4
Adventure,High,Nalanda,Historical,Low,Bihar,2.0
Wildlife,High,CP,City Life,Medium,Delhi,2.01
Hill Station,Low,Mumbai,City Life,High,Maharashtra,1.41
Religious,Low,Puri,Beach,Medium,Odisha,1.4
Adventure,Medium,Bandipur,Wildlife,High,Karnataka,1.4
Wildlife,High,Leh,Adventure,Low,Ladakh,2.0
Historical,High,Nainital,Hill Station,High,Uttarakhand,2.9
Hill Station,Low,Shillong,Hill Station,High,Meghalaya,3.5
Adventure,Low,Puri,Beach,Low,Odisha,2.91
Historical,High,Zulruk,Adventure,Low,Sikkim,2.0
Wildlife,Medium,Kaziranga,Wildlife,Low,Assam,4.11
Historical,Low,Nalanda,Historical,Medium,Bihar,3.5
Adventure,Medium,Bandipur,Wildlife,High,Karnataka,1.4
Wildlife,High,Bodh Gaya,Religious,Medium,Bihar,2.0
Religious,High,Manali,Hill Station,High,Himachal,2.91
Beach,High,Red Fort,Historical,Medium,Delhi,2.0
City Life,Medium,Kolkata,City Life,Medium,West Bengal,5.0
City Life,Medium,Hampi,Historical,Medium,Karnataka,2.9
Beach,Low,Amritsar,Religious,Medium,Punjab,1.4
Adventure,Low,Spiti,Adventure,Medium,Himachal,3.51
Religious,Low,Nainital,Hill Station,Medium,Uttarakhand,1.41
Religious,High,Radhanagar,Beach,High,Andaman,2.9
Hill Station,High,Yadadri,Religious,Low,Telangana,2.0
Hill Station,Medium,Varkala,Beach,Medium,Kerala,2.9
Beach,Low,Hampi,Historical,Medium,Karnataka,1.41
Beach,Low,Khajuraho,Historical,Medium,MP,1.4
